"ENSEMBL_ID","N61311_Untreated","N61311_Dexamethasone","N052611_Untreated","N052611_Dexamethasone","N080611_Untreated","N080611_Dexamethasone","N061011_Untreated","N061011_Dexamethasone"
"ENSG00000238382",0,0,0,0,0,0,0,0
"ENSG00000225919",0,0,0,0,0,0,0,1
"ENSG00000236497",0,0,0,0,0,0,0,0
"ENSG00000212916",36,25,39,21,38,54,36,39
"ENSG00000206835",0,0,0,0,0,0,0,0
"ENSG00000232175",0,1,0,0,0,0,0,0
"ENSG00000135778",939,542,804,347,784,796,697,545
"ENSG00000135749",590,338,867,299,766,613,664,468
"ENSG00000231940",1,0,0,0,1,5,0,1
"ENSG00000251508",0,0,0,0,0,0,0,0
"ENSG00000143674",6,4,2,1,2,5,5,3
"ENSG00000252501",0,0,0,0,0,0,0,0
"ENSG00000135750",38,62,14,10,97,126,73,110
"ENSG00000265744",0,0,0,0,0,0,0,0
"ENSG00000225486",1,2,1,1,1,0,2,0
"ENSG00000183780",0,0,0,0,1,4,0,0
"ENSG00000236101",0,0,0,0,0,0,0,0
"ENSG00000233332",0,0,0,0,0,0,0,0
"ENSG00000231272",0,0,0,0,0,0,0,0
"ENSG00000236244",0,0,0,0,0,0,0,0
"ENSG00000232166",0,0,0,0,0,0,0,0
"ENSG00000264377",0,0,0,0,0,0,0,0
"ENSG00000235605",43,50,85,36,103,71,36,27
"ENSG00000236358",0,0,2,0,0,0,0,0
"ENSG00000273367",0,0,0,0,0,0,1,0
"ENSG00000231663",16,17,15,12,19,12,18,6
"ENSG00000168275",153,149,122,71,187,209,85,115
"ENSG00000059588",415,250,467,235,374,464,379,253
"ENSG00000231768",25,20,38,16,20,23,43,23
"ENSG00000230404",0,0,0,0,0,0,0,0
"ENSG00000212144",0,0,0,0,0,0,0,0
"ENSG00000168264",1455,869,1067,616,1216,1234,1277,935
"ENSG00000228830",0,0,0,0,0,0,0,0
"ENSG00000224939",0,0,0,0,1,6,1,2
"ENSG00000272362",0,0,0,0,0,0,0,0
"ENSG00000228044",0,0,0,0,0,1,0,0
"ENSG00000241475",0,0,0,0,0,0,0,0
"ENSG00000230628",0,0,0,0,0,0,0,0
"ENSG00000282097",0,0,0,0,0,0,0,0
"ENSG00000227630",0,1,2,0,0,0,1,0
"ENSG00000279261",0,0,0,0,0,0,0,0
"ENSG00000201638",0,0,0,0,0,0,0,0
"ENSG00000239690",0,0,0,0,0,0,0,0
"ENSG00000237520",0,0,0,0,0,0,0,0
"ENSG00000238005",1,0,2,0,4,0,0,1
"ENSG00000258082",0,0,1,0,0,0,0,0
"ENSG00000280587",0,1,0,0,1,1,1,1
"ENSG00000233018",0,0,0,0,0,0,0,0
"ENSG00000273416",0,0,0,0,1,0,3,0
"ENSG00000173726",2669,2578,3274,2341,2853,3969,2793,3093
"ENSG00000207181",1,2,2,0,2,0,1,2
"ENSG00000188739",16,14,26,14,19,18,17,18
"ENSG00000054267",1071,851,1342,685,1411,1523,989,1048
"ENSG00000263439",0,0,0,0,0,0,0,0
"ENSG00000236863",0,0,0,0,0,0,0,0
"ENSG00000152904",292,245,349,227,325,346,280,251
"ENSG00000285053",19,17,38,9,19,25,15,16
"ENSG00000227962",0,0,0,1,3,0,0,0
"ENSG00000230026",1,0,2,0,0,0,0,0
"ENSG00000285177",0,0,0,0,0,0,0,0
"ENSG00000284770",185,150,265,164,232,209,200,159
"ENSG00000229795",0,0,0,0,0,0,0,0
"ENSG00000162885",239,172,364,149,289,254,297,246
"ENSG00000238236",0,0,0,0,0,0,0,0
"ENSG00000235638",0,0,0,0,0,0,0,0
"ENSG00000231199",0,0,0,0,0,0,0,0
"ENSG00000226663",0,0,0,0,0,0,0,0
"ENSG00000231582",0,0,0,0,0,0,0,0
"ENSG00000232714",0,0,0,0,0,0,0,0
"ENSG00000235761",0,0,0,0,0,0,0,0
"ENSG00000168243",3,1,1,0,0,0,0,0
"ENSG00000270710",0,0,0,0,0,0,0,0
"ENSG00000227236",0,0,0,0,0,0,0,0
"ENSG00000143669",1092,865,856,577,1238,1153,908,1019
"ENSG00000235674",1,1,1,2,1,4,1,1
"ENSG00000229463",1,0,0,0,0,2,1,0
"ENSG00000222831",0,0,0,0,0,0,0,1
"ENSG00000206803",0,0,0,0,0,0,0,0
"ENSG00000237845",0,0,0,0,0,0,0,0
"ENSG00000229291",4,4,2,5,0,4,0,2
"ENSG00000116962",4881,16444,5558,8983,5005,10391,4997,16193
"ENSG00000252822",0,0,0,0,0,0,0,0
"ENSG00000235371",2,2,2,2,2,2,2,3
"ENSG00000077585",559,555,577,576,685,1101,511,861
"ENSG00000086619",139,142,108,96,122,183,120,159
"ENSG00000222650",0,0,0,0,0,0,0,0
"ENSG00000237922",0,0,0,0,0,1,0,0
"ENSG00000186197",0,0,0,0,0,1,1,0
"ENSG00000244457",0,0,0,0,0,0,0,0
"ENSG00000116977",979,846,1199,671,1318,1864,805,1069
"ENSG00000223776",1,0,0,2,3,3,0,1
"ENSG00000273058",11,4,11,7,4,23,3,9
"ENSG00000230325",3,6,6,1,13,12,4,3
"ENSG00000119285",1095,1051,1251,739,1359,1947,954,1065
"ENSG00000077522",6,14,7,5,1,0,2,7
"ENSG00000116984",1669,1320,1621,1047,2490,3201,1840,2180
"ENSG00000226498",0,0,9,1,1,0,0,0
"ENSG00000237991",80,65,39,22,54,57,27,24
"ENSG00000244020",0,0,0,0,0,0,0,0
"ENSG00000198626",2,0,10,2,0,0,0,1
"ENSG00000252396",0,0,0,0,0,0,0,0
"ENSG00000266262",0,0,0,0,0,0,0,0
"ENSG00000252290",0,0,0,0,0,0,0,0
"ENSG00000237250",0,0,0,0,0,0,0,0
"ENSG00000116996",0,0,0,0,0,0,0,0
"ENSG00000243781",0,0,0,0,0,0,0,0
"ENSG00000283174",0,0,0,0,0,0,0,0
"ENSG00000283166",0,0,0,0,0,0,0,0
"ENSG00000283377",0,0,0,0,0,0,0,0
"ENSG00000270188",0,0,0,0,0,0,0,0
"ENSG00000232154",0,0,0,0,0,0,0,0
"ENSG00000225723",0,0,0,0,0,0,0,0
"ENSG00000227860",0,0,0,0,0,0,0,0
"ENSG00000230019",0,0,0,0,0,0,0,0
"ENSG00000232989",0,0,0,0,0,0,0,0
"ENSG00000234464",0,0,0,0,0,0,0,0
"ENSG00000252371",0,0,0,0,0,0,0,0
"ENSG00000215808",0,0,0,0,2,1,5,3
"ENSG00000231877",0,0,0,0,0,0,0,0
"ENSG00000215149",0,0,0,0,0,0,0,0
"ENSG00000224783",0,0,0,0,0,0,0,0
"ENSG00000227854",0,1,3,1,2,0,0,1
"ENSG00000259776",0,0,0,0,0,0,0,0
"ENSG00000133019",1,0,2,0,0,0,0,0
"ENSG00000233355",0,0,0,0,0,0,0,0
"ENSG00000234601",0,0,0,0,0,0,0,0
"ENSG00000231979",0,0,0,0,0,0,0,0
"ENSG00000215805",0,0,0,0,0,0,0,0
"ENSG00000217327",0,0,0,0,0,0,0,0
"ENSG00000155816",231,221,436,292,511,1026,259,286
"ENSG00000228818",10,13,10,8,11,8,13,8
"ENSG00000202041",0,0,0,0,0,0,0,0
"ENSG00000223694",0,2,1,1,0,2,2,0
"ENSG00000233735",0,0,0,0,0,0,1,0
"ENSG00000252317",0,0,0,0,0,1,0,0
"ENSG00000233519",0,0,0,0,0,0,0,0
"ENSG00000180875",280,135,700,287,278,368,659,346
"ENSG00000224359",0,0,1,1,0,0,0,1
"ENSG00000226014",0,0,0,0,0,0,0,0
"ENSG00000231440",0,0,0,0,0,0,0,0
"ENSG00000228844",0,0,0,0,0,0,0,0
"ENSG00000251750",0,0,0,0,0,0,0,0
"ENSG00000234872",0,0,0,0,0,0,0,0
"ENSG00000199241",0,0,0,0,0,0,0,0
"ENSG00000230015",0,0,0,0,0,0,0,0
"ENSG00000226919",0,0,0,0,1,0,0,0
"ENSG00000223963",0,0,1,0,0,0,0,0
"ENSG00000182901",26,7,13,6,130,102,43,68
"ENSG00000215802",0,0,0,0,0,0,0,0
"ENSG00000233615",0,0,0,0,0,1,0,0
"ENSG00000238085",0,1,0,0,0,0,0,0
"ENSG00000265831",0,0,0,0,0,0,0,0
"ENSG00000224348",0,0,0,0,1,0,0,0
"ENSG00000225554",21,7,13,14,52,45,37,29
"ENSG00000091483",851,837,821,646,1117,1514,789,1178
"ENSG00000117009",2,2,2,0,5,2,0,2
"ENSG00000054277",94,109,68,90,75,163,85,167
"ENSG00000203668",323,245,219,220,307,520,259,356
"ENSG00000162843",0,1,2,3,2,0,1,1
"ENSG00000229022",2,2,0,0,0,1,1,0
"ENSG00000174371",22,7,18,12,12,12,9,21
"ENSG00000235990",0,0,0,0,0,0,0,0
"ENSG00000196289",0,0,0,0,0,0,0,0
"ENSG00000213026",0,0,0,1,0,2,0,2
"ENSG00000197769",34,153,72,144,3,27,58,484
"ENSG00000224625",0,0,0,1,0,0,0,0
"ENSG00000277099",0,0,0,0,0,0,0,0
"ENSG00000180287",2,9,2,4,8,22,31,151
"ENSG00000272865",0,0,0,0,0,0,0,0
"ENSG00000252084",0,0,0,0,0,0,0,0
"ENSG00000224525",0,0,0,0,0,0,0,0
"ENSG00000226750",0,0,0,0,0,0,0,0
"ENSG00000235467",0,0,1,0,0,0,0,0
"ENSG00000213690",2,1,8,2,7,6,1,7
"ENSG00000270859",0,0,0,0,0,0,0,0
"ENSG00000215800",0,0,0,0,0,0,0,0
"ENSG00000270818",0,0,0,0,0,0,0,0
"ENSG00000277704",0,0,0,0,0,0,0,0
"ENSG00000230199",24,35,60,21,77,59,38,33
"ENSG00000234116",0,0,0,0,0,0,0,0
"ENSG00000231512",0,0,4,1,2,8,2,2
"ENSG00000278455",4,2,14,4,3,9,5,2
"ENSG00000253326",7,6,29,8,20,16,10,6
"ENSG00000214837",79,69,198,68,136,150,101,64
"ENSG00000212230",0,0,0,1,0,0,1,0
"ENSG00000143702",2562,1531,2925,1126,3224,2644,2647,2233
"ENSG00000227230",1,4,4,0,2,5,9,4
"ENSG00000232085",1,0,0,0,0,0,0,0
"ENSG00000054282",412,298,565,243,590,435,624,510
"ENSG00000224727",1,4,4,0,1,0,2,2
"ENSG00000265201",0,0,0,0,0,0,0,0
"ENSG00000117020",1161,1176,1352,1137,1560,1904,1180,1853
"ENSG00000236031",2,1,5,1,0,4,2,3
"ENSG00000226766",0,0,0,0,0,0,0,1
"ENSG00000232184",0,0,0,0,1,0,0,1
"ENSG00000228939",0,0,0,3,0,2,0,0
"ENSG00000226828",0,0,0,0,1,1,0,0
"ENSG00000179456",206,133,238,107,293,246,165,147
"ENSG00000279774",0,0,0,0,0,0,0,0
"ENSG00000229960",0,0,0,0,0,0,0,0
"ENSG00000244066",0,0,0,0,0,0,0,0
"ENSG00000237759",0,0,0,0,0,0,0,0
"ENSG00000173728",0,1,0,1,3,1,0,1
"ENSG00000240963",0,0,0,0,0,0,0,0
"ENSG00000225401",0,0,0,0,0,0,0,1
"ENSG00000035687",852,710,994,628,1134,967,881,780
"ENSG00000179397",32,43,37,26,27,35,30,46
"ENSG00000227735",0,0,0,0,1,0,0,0
"ENSG00000121644",1323,1225,1474,993,1809,2478,1123,1430
"ENSG00000232059",2,1,0,1,3,2,0,3
"ENSG00000284188",0,0,0,0,1,0,0,0
"ENSG00000282317",0,0,2,0,0,0,0,0
"ENSG00000203667",32,30,56,16,36,58,29,20
"ENSG00000153187",7009,6791,7838,4653,9285,11995,6176,6063
"ENSG00000273175",4,0,5,0,5,5,3,5
"ENSG00000201758",0,0,0,0,0,0,0,0
"ENSG00000252073",0,0,0,0,0,0,0,0
"ENSG00000272195",11,16,6,6,11,14,10,13
"ENSG00000203666",84,84,167,116,115,143,78,85
"ENSG00000252282",0,0,0,0,0,0,0,0
"ENSG00000251754",0,0,0,0,1,0,0,0
"ENSG00000223353",0,0,0,0,0,0,0,0
"ENSG00000201170",0,0,0,0,0,0,0,0
"ENSG00000162849",586,253,527,131,565,1178,365,97
"ENSG00000232192",0,0,0,0,0,0,0,0
"ENSG00000232793",0,0,0,0,0,0,0,0
"ENSG00000238224",0,0,0,0,0,0,0,0
"ENSG00000231612",0,0,9,0,3,3,1,0
"ENSG00000185420",335,237,350,165,311,384,277,183
"ENSG00000235096",0,0,0,0,0,0,0,0
"ENSG00000226876",0,0,1,0,0,1,0,0
"ENSG00000225222",0,0,0,0,0,0,0,0
"ENSG00000202184",0,0,0,0,0,0,0,0
"ENSG00000230184",0,0,0,1,0,0,0,0
"ENSG00000207326",0,0,0,0,0,0,0,0
"ENSG00000227728",0,0,0,0,0,0,0,0
"ENSG00000242042",0,0,0,0,0,0,0,0
"ENSG00000230813",0,0,0,0,0,0,0,0
"ENSG00000229112",0,0,0,0,0,0,0,0
"ENSG00000162851",157,162,185,147,189,283,143,148
"ENSG00000162852",506,501,820,583,958,1049,567,748
"ENSG00000225300",1,0,0,1,1,1,2,0
"ENSG00000228955",0,0,2,0,1,1,0,2
"ENSG00000260698",1,4,4,6,9,6,3,3
"ENSG00000235021",0,0,1,0,0,0,2,0
"ENSG00000143653",898,748,1262,631,1069,1241,766,780
"ENSG00000228879",0,0,0,0,1,0,0,0
"ENSG00000223519",21,14,26,5,43,29,26,12
"ENSG00000260855",35,24,64,24,76,54,56,60
"ENSG00000227953",35,24,52,22,51,44,33,33
"ENSG00000235386",65,35,76,30,76,51,63,45
"ENSG00000252011",0,0,0,0,0,0,0,0
"ENSG00000153207",1076,1953,1208,2374,1385,2291,945,2915
"ENSG00000197472",0,3,4,4,1,2,4,3
"ENSG00000135747",0,0,0,0,0,1,0,0
"ENSG00000236775",0,0,0,0,0,0,0,0
"ENSG00000277462",49,42,45,46,50,60,44,47
"ENSG00000215796",0,1,0,0,1,0,0,0
"ENSG00000228982",0,0,0,0,0,0,0,0
"ENSG00000188295",79,65,65,30,104,99,71,55
"ENSG00000221953",9,8,12,5,11,10,10,7
"ENSG00000226164",0,0,0,0,0,0,0,0
"ENSG00000196418",23,18,36,36,38,54,22,17
"ENSG00000224014",1,0,3,1,0,1,3,2
"ENSG00000215795",6,3,6,2,1,3,4,2
"ENSG00000259865",64,72,51,33,37,59,57,65
"ENSG00000227671",345,272,323,179,378,419,319,273
"ENSG00000283881",0,0,0,0,0,0,0,0
"ENSG00000252516",6,1,5,1,3,2,1,1
"ENSG00000232347",0,0,0,0,0,0,0,0
"ENSG00000214144",0,0,1,1,3,2,0,0
"ENSG00000235818",0,0,0,0,0,0,0,0
"ENSG00000197617",0,0,0,0,1,0,0,1
"ENSG00000202079",0,0,1,0,3,0,1,0
"ENSG00000162714",873,552,833,438,933,878,762,730
"ENSG00000162711",4,0,2,2,3,0,4,4
"ENSG00000177535",0,0,0,0,1,0,1,0
"ENSG00000203664",0,0,0,0,0,0,0,0
"ENSG00000169224",0,0,0,0,0,0,0,0
"ENSG00000196242",0,0,0,0,0,0,1,0
"ENSG00000284824",0,0,0,0,0,0,0,0
"ENSG00000236817",0,0,0,0,0,0,0,0
"ENSG00000177489",0,0,0,0,0,0,0,0
"ENSG00000177476",0,0,0,0,0,0,0,0
"ENSG00000283369",0,0,0,0,0,0,0,0
"ENSG00000198452",0,0,0,0,0,0,0,0
"ENSG00000235749",0,0,1,0,0,1,0,1
"ENSG00000230411",0,0,0,0,0,0,0,0
"ENSG00000197437",0,0,0,0,0,0,0,0
"ENSG00000169214",0,0,0,0,0,0,0,0
"ENSG00000239395",0,0,0,0,0,0,0,0
"ENSG00000241128",0,0,0,0,0,0,0,0
"ENSG00000153230",0,0,0,0,0,0,0,0
"ENSG00000221888",0,0,0,0,0,0,0,0
"ENSG00000228336",0,1,0,0,0,0,0,0
"ENSG00000196772",0,0,0,0,0,0,0,0
"ENSG00000232908",0,0,0,0,0,0,0,0
"ENSG00000230576",0,0,0,0,0,0,0,0
"ENSG00000197591",0,0,0,0,0,0,0,0
"ENSG00000162722",85,65,37,24,77,73,31,23
"ENSG00000238243",16,7,4,2,17,11,6,4
"ENSG00000177462",1,0,0,0,1,0,1,0
"ENSG00000177275",0,0,0,0,0,0,0,0
"ENSG00000226191",1,0,0,0,1,0,0,0
"ENSG00000224830",0,0,0,0,0,0,0,0
"ENSG00000279263",0,0,0,0,0,0,0,0
"ENSG00000187080",0,0,0,0,0,0,0,0
"ENSG00000237492",0,0,0,0,0,0,0,0
"ENSG00000224227",0,0,1,0,0,2,0,0
"ENSG00000199442",0,0,0,0,0,0,0,0
"ENSG00000232215",0,0,0,0,0,0,0,0
"ENSG00000197454",0,0,0,0,0,0,0,0
"ENSG00000200085",0,0,0,0,0,0,0,0
"ENSG00000203663",2,2,1,0,0,0,1,0
"ENSG00000200982",0,0,0,0,0,0,0,0
"ENSG00000198128",0,0,0,0,0,0,0,0
"ENSG00000197067",0,1,0,0,0,0,1,0
"ENSG00000196071",0,3,0,0,7,1,0,0
"ENSG00000177233",0,0,0,0,0,0,0,0
"ENSG00000162727",0,0,0,0,0,0,0,0
"ENSG00000198601",0,0,0,0,0,0,0,0
"ENSG00000228198",0,0,0,0,1,0,0,0
"ENSG00000171180",0,0,0,1,1,0,0,0
"ENSG00000177212",0,1,0,1,1,0,0,0
"ENSG00000177201",0,1,0,0,0,0,0,0
"ENSG00000177186",0,0,0,0,0,0,0,0
"ENSG00000177174",0,0,0,0,0,0,0,0
"ENSG00000196944",0,0,0,0,0,0,0,0
"ENSG00000198104",0,0,0,0,0,0,0,0
"ENSG00000175143",0,0,0,0,0,0,0,0
"ENSG00000227152",0,0,0,0,0,0,0,0
"ENSG00000196240",0,0,0,0,0,0,0,0
"ENSG00000196539",0,0,0,0,0,0,0,0
"ENSG00000229255",0,0,0,0,0,0,0,0
"ENSG00000203661",0,0,0,0,0,0,0,0
"ENSG00000271934",0,0,0,0,0,0,0,0
"ENSG00000188558",0,0,0,0,0,0,0,0
"ENSG00000224521",0,0,0,0,0,0,0,0
"ENSG00000227102",0,0,0,0,0,0,0,0
"ENSG00000182783",0,0,0,0,0,0,0,0
"ENSG00000183310",0,0,0,0,0,0,0,0
"ENSG00000184022",0,0,0,0,0,0,0,0
"ENSG00000201602",0,0,0,0,0,0,0,0
"ENSG00000271701",0,0,0,0,0,0,0,0
"ENSG00000279301",0,0,0,0,0,0,0,0
"ENSG00000177151",0,0,0,0,0,0,0,0
"ENSG00000187701",0,0,0,0,0,0,0,0
"ENSG00000189181",0,0,0,0,0,0,0,0
"ENSG00000229703",0,0,0,0,0,0,0,0
"ENSG00000276520",0,0,0,0,0,0,0,0
"ENSG00000259823",0,2,2,0,3,4,0,0
"ENSG00000242529",0,0,0,0,0,0,0,0
"ENSG00000229663",0,0,0,0,0,0,0,0
"ENSG00000175137",732,624,735,437,743,1091,561,637
"ENSG00000264500",0,0,0,0,0,0,0,0
"ENSG00000171161",280,228,307,152,351,335,272,242
"ENSG00000171163",372,235,358,129,341,305,248,200
"ENSG00000227237",0,0,0,0,0,0,0,0
"ENSG00000185220",79,52,83,25,63,84,62,49
"ENSG00000200495",0,0,0,0,0,0,0,0
"ENSG00000233084",151,98,167,72,166,166,83,56
"ENSG00000184731",3,1,7,2,0,0,0,0
"ENSG00000227061",0,0,0,0,0,0,0,0
"ENSG00000035115",578,363,548,265,661,540,533,366
"ENSG00000143727",964,855,1099,737,1139,1448,793,891
"ENSG00000189292",1,5,5,15,2,4,2,3
"ENSG00000228643",1,0,1,2,0,1,0,0
"ENSG00000235779",0,0,0,0,0,0,0,0
"ENSG00000277997",0,0,0,0,0,0,0,0
"ENSG00000233684",0,0,0,0,0,0,0,0
"ENSG00000236856",0,0,0,0,0,0,0,0
"ENSG00000226277",0,0,0,0,0,0,0,0
"ENSG00000223985",0,0,0,0,0,0,0,0
"ENSG00000284452",0,0,0,0,0,0,0,0
"ENSG00000225942",0,0,0,0,0,0,0,0
"ENSG00000233633",0,0,2,0,0,0,0,0
"ENSG00000151353",429,305,571,289,535,637,360,295
"ENSG00000233296",1,0,2,1,2,3,0,0
"ENSG00000280360",0,0,0,0,0,0,0,0
"ENSG00000233970",0,0,0,0,0,0,0,0
"ENSG00000227713",0,0,0,0,0,0,0,0
"ENSG00000272342",0,0,0,0,0,0,0,0
"ENSG00000231173",0,0,0,0,0,0,0,0
"ENSG00000223751",0,0,0,0,0,0,0,0
"ENSG00000237667",0,0,0,0,0,0,0,0
"ENSG00000228799",0,0,0,0,0,0,0,0
"ENSG00000234796",0,0,0,0,0,0,0,0
"ENSG00000235688",0,0,0,1,0,0,0,0
"ENSG00000172554",0,0,0,0,0,0,0,0
"ENSG00000235403",0,0,0,0,0,0,0,0
"ENSG00000236665",0,0,0,0,0,0,0,0
"ENSG00000233553",0,0,0,0,0,0,0,0
"ENSG00000231482",0,0,0,0,0,1,0,0
"ENSG00000115705",0,0,0,0,0,0,0,0
"ENSG00000228613",0,0,0,0,0,1,0,0
"ENSG00000283766",0,0,0,0,0,0,0,0
"ENSG00000203635",0,0,0,0,0,1,0,0
"ENSG00000130508",8668,9710,13773,7684,15223,24032,8747,11484
"ENSG00000186487",0,1,0,0,1,0,0,1
"ENSG00000284600",0,1,0,0,0,0,0,0
"ENSG00000232057",0,0,0,0,0,0,0,0
"ENSG00000225619",0,0,0,0,0,0,0,0
"ENSG00000234929",0,0,0,0,0,0,0,0
"ENSG00000227364",0,0,0,0,0,0,0,0
"ENSG00000237720",0,0,0,0,0,0,0,0
"ENSG00000228391",0,0,0,0,0,0,0,0
"ENSG00000234423",0,0,0,0,0,0,0,0
"ENSG00000236760",0,0,0,0,0,0,0,0
"ENSG00000226649",0,0,0,0,0,1,0,0
"ENSG00000032389",238,194,295,114,225,352,137,191
"ENSG00000224885",1,0,4,0,4,1,2,0
"ENSG00000171853",703,602,818,440,817,1044,684,628
"ENSG00000225234",15,12,30,3,19,21,13,12
"ENSG00000271868",0,7,2,1,0,7,1,1
"ENSG00000182551",1198,1624,1590,1339,1436,2185,910,1466
"ENSG00000235078",1,2,4,8,2,3,0,3
"ENSG00000242282",43,30,52,14,43,30,46,21
"ENSG00000255767",0,0,0,0,0,0,0,0
"ENSG00000171865",381,418,452,273,496,766,349,431
"ENSG00000234171",52,53,83,42,79,109,72,70
"ENSG00000171863",7731,7631,8710,4730,9444,11910,6052,6182
"ENSG00000118004",0,1,2,0,1,0,2,1
"ENSG00000237370",0,0,0,0,0,0,0,0
"ENSG00000188765",51,44,97,33,48,86,79,52
"ENSG00000151360",0,0,0,0,0,0,0,0
"ENSG00000232718",0,0,0,0,0,0,0,0
"ENSG00000224661",0,0,0,0,0,0,0,0
"ENSG00000214866",1,1,0,0,0,0,0,2
"ENSG00000237401",0,0,0,0,0,0,0,0
"ENSG00000229550",0,0,0,0,0,0,0,0
"ENSG00000231821",2,2,6,0,5,5,5,2
"ENSG00000231532",0,0,0,0,0,0,0,0
"ENSG00000252238",0,0,0,0,0,0,0,0
"ENSG00000207192",0,0,0,0,0,0,0,0
"ENSG00000228585",0,0,0,0,0,0,0,0
"ENSG00000232835",0,0,0,0,0,0,0,0
"ENSG00000224128",0,0,0,0,0,0,0,0
"ENSG00000230090",0,0,1,0,1,0,0,0
"ENSG00000176887",1,0,0,0,1,0,0,0
"ENSG00000242540",0,0,0,0,1,0,0,0
"ENSG00000236106",0,0,0,0,0,0,0,0
"ENSG00000237266",0,0,0,0,0,0,0,0
"ENSG00000232044",0,0,0,0,0,0,0,0
"ENSG00000276733",0,0,0,0,0,0,0,0
"ENSG00000234275",0,0,0,0,0,0,0,0
"ENSG00000227007",0,0,0,0,0,0,0,0
"ENSG00000231610",0,0,0,0,0,0,0,0
"ENSG00000226488",0,0,0,0,0,0,0,0
"ENSG00000236172",0,0,0,0,0,0,0,0
"ENSG00000283394",0,0,0,0,0,0,0,0
"ENSG00000205837",0,0,0,0,0,0,0,0
"ENSG00000225964",0,0,0,0,0,0,0,0
"ENSG00000134326",11,6,2,1,2,3,1,1
"ENSG00000134321",27,0,9,2,1,1,5,0
"ENSG00000271947",0,0,0,0,0,0,0,0
"ENSG00000228203",0,1,0,0,0,0,0,1
"ENSG00000151692",11,10,9,5,18,3,18,49
"ENSG00000223884",0,0,0,0,0,0,0,0
"ENSG00000223145",0,0,0,0,0,0,0,0
"ENSG00000272002",0,0,0,0,0,0,0,0
"ENSG00000213774",0,1,0,0,0,0,0,0
"ENSG00000229727",0,0,0,0,0,0,0,0
"ENSG00000221255",0,0,0,0,0,0,0,0
"ENSG00000230515",0,0,0,0,0,0,0,0
"ENSG00000235576",0,0,0,0,0,0,0,0
"ENSG00000232979",0,0,0,0,0,0,0,0
"ENSG00000229405",0,0,0,0,0,0,0,0
"ENSG00000226506",0,0,0,0,0,0,0,0
"ENSG00000235665",0,0,0,0,0,0,0,0
"ENSG00000236790",0,2,0,0,0,0,0,0
"ENSG00000229740",1,0,0,0,0,0,1,0
"ENSG00000285591",0,1,0,0,0,0,0,0
"ENSG00000236008",1,1,5,6,2,4,2,4
"ENSG00000231083",0,0,1,0,0,0,1,0
"ENSG00000225642",0,1,0,0,0,0,0,0
"ENSG00000235092",32,19,34,18,39,42,39,37
"ENSG00000115738",1567,1595,1760,944,1114,1893,1149,1536
"ENSG00000134313",3390,2642,3973,2236,4104,4325,3565,3944
"ENSG00000143797",739,547,981,563,1053,955,809,765
"ENSG00000230886",0,0,0,0,0,0,0,0
"ENSG00000223640",0,0,0,0,0,0,0,0
"ENSG00000242136",0,0,0,0,0,0,0,0
"ENSG00000261104",0,0,0,0,0,0,0,0
"ENSG00000244310",0,0,0,0,0,0,0,0
"ENSG00000240980",0,0,0,0,0,0,0,0
"ENSG00000151693",666,387,893,422,1106,1202,932,1006
"ENSG00000213772",11,6,4,8,3,8,4,6
"ENSG00000119185",2148,2214,1584,1070,1910,2666,1416,1958
"ENSG00000119203",706,567,684,457,815,1026,514,559
"ENSG00000134330",644,596,748,548,787,1041,534,573
"ENSG00000151694",905,991,983,965,1227,1645,1005,1578
"ENSG00000239300",6,5,2,1,4,5,3,6
"ENSG00000271855",4,1,6,1,6,6,11,7
"ENSG00000134308",7161,6425,7345,4964,7653,8968,6356,6827
"ENSG00000207086",0,0,1,0,0,0,0,0
"ENSG00000240687",3,3,4,1,3,1,4,1
"ENSG00000244260",0,0,0,0,0,0,0,0
"ENSG00000200034",0,0,0,0,0,0,0,0
"ENSG00000240960",0,0,0,0,0,0,0,0
"ENSG00000243491",0,0,1,0,0,0,0,0
"ENSG00000115750",327,282,373,212,462,570,290,279
"ENSG00000269973",106,80,64,65,105,121,71,94
"ENSG00000134317",31,14,91,35,77,93,63,36
"ENSG00000188525",0,0,0,0,0,0,0,0
"ENSG00000260476",0,0,0,0,0,0,0,0
"ENSG00000260077",76,34,136,50,88,40,115,79
"ENSG00000172059",381,253,395,244,469,359,493,457
"ENSG00000271787",0,0,0,0,0,0,2,0
"ENSG00000205795",69,34,126,71,83,85,174,151
"ENSG00000233502",0,0,0,0,0,0,0,0
"ENSG00000212558",0,0,0,0,0,0,0,0
"ENSG00000171848",32,44,16,9,45,35,17,16
"ENSG00000284681",0,0,0,0,1,3,0,0
"ENSG00000163009",0,0,0,0,0,1,0,0
"ENSG00000206647",0,0,0,0,0,0,0,0
"ENSG00000265418",0,0,0,0,0,0,0,0
"ENSG00000264030",0,0,0,0,0,0,0,0
"ENSG00000285872",6,6,8,1,8,8,0,3
"ENSG00000206898",0,0,0,0,0,0,0,0
"ENSG00000115756",272,261,303,183,317,371,303,342
"ENSG00000115758",392,470,574,290,518,693,339,380
"ENSG00000206633",0,0,0,0,0,0,0,0
"ENSG00000257135",6,10,23,12,9,13,11,15
"ENSG00000217258",0,3,5,3,4,2,4,1
"ENSG00000115761",458,438,463,254,462,621,394,410
"ENSG00000234818",2,0,0,0,0,0,1,1
"ENSG00000243819",4,3,9,1,2,5,8,4
"ENSG00000277446",0,0,0,0,0,0,0,0
